# Disease(MESH)	Gene
D012559	Q96EX3
D012559	Q9Y5F2
D012559	Q8TE77
D012559	P07315
D012559	Q1ED39
D012559	O00623
D012559	Q8WX77
D012559	B3KVL5
D012559	Q8WWR8
D012559	Q9BTW9
D012559	O75398
D012559	Q2MV58
D012559	Q15555
D012559	O43447
D012559	P50135
D012559	Q6UWM9
D012559	Q9NPZ5
D012559	Q8WYQ5
D012559	P56192
D012559	A0A0A0MR51
D012559	P56749
D012559	Q6W2J9
D012559	B4DK69
D012559	O76083
D012559	Q9NX63
D012559	Q14691
D012559	Q92871
D012559	Q8N2N9
D012559	Q7Z2K8
D012559	Q9P0I2
D012559	Q92838
D012559	Q6PI47
D012559	Q9HCY8
D012559	E9PKS9
D012559	Q02127
D012559	Q14865
D012559	J3KPC0
D012559	Q8NEW0
D012559	P21757
D012559	Q8WV41
D012559	P05023
D012559	Q15437
D012559	P58005
D012559	Q8WZA0
D012559	Q99928
D012559	A0A0A0MR60
D012559	P54274
D012559	Q8IZ83
D012559	P98179
D012559	G5E9D4
D012559	Q6ZSZ5
D012559	O75419
D012559	Q7Z401
D012559	P28222
D012559	Q9H2C1
D012559	A0A0A0MSI3
D012559	Q9H8W4
D012559	Q9ULL1
D012559	B4DEM9
D012559	O00559
D012559	Q9ULF5
D012559	H3BST1
D012559	P07203
D012559	Q16620
D012559	B4DTR8
D012559	Q9UQC9
D012559	Q9BTT4
D012559	H3BTH8
D012559	P01344
D012559	P78364
D012559	Q9UL54
D012559	A0A0A0MTJ9
D012559	A0A0A0MS75
D012559	P41240
D012559	P01730
D012559	Q7Z6G8
D012559	Q9UKY4
D012559	Q2TBA0
D012559	O95295
D012559	B3KUB4
D012559	P48061
D012559	P39210
D012559	B4DV51
D012559	Q6MZM0
D012559	A0A0A0MTN6
D012559	Q53FZ2
D012559	P28068
D012559	O14576
D012559	Q96QU8
D012559	Q02539
D012559	Q9BRN9
D012559	P17931
D012559	Q58EX7
D012559	Q9HBY8
D012559	Q96SB8
D012559	Q96BZ9
D012559	Q68DH5
D012559	O94923
D012559	P53611
D012559	Q7Z3Z2
D012559	O43482
D012559	O75822
D012559	P13674
D012559	Q9UBR2
D012559	P49588
D012559	Q9BQG0
D012559	P06280
D012559	Q9P1U0
D012559	Q86UW2
D012559	P06126
D012559	Q8NI51
D012559	Q99678
D012559	P51959
D012559	B5MCT2
D012559	Q13033
D012559	P52594
D012559	A0A087X159
D012559	Q96MC5
D012559	P23258
D012559	Q6ZSS7
D012559	P54750
D012559	Q9Y5E8
D012559	P63272
D012559	Q92546
D012559	Q13370
D012559	F6XY72
D012559	Q4ZG55
D012559	P20783
D012559	Q9UII4
D012559	Q9Y3B7
D012559	P27658
D012559	P52737
D012559	Q8NHP6
D012559	P49336
D012559	A6NH21
D012559	A0A0C4DFM5
D012559	A0AVT1
D012559	P52209
D012559	Q9BVQ7
D012559	Q9Y5Z7
D012559	Q6P1X5
D012559	Q15645
D012559	Q13438
D012559	P62910
D012559	P54652
D012559	O60346
D012559	Q9HCD6
D012559	Q8WUF8
D012559	Q9P2H5
D012559	A0A0A6YYI6
D012559	Q9H1U4
D012559	Q13371
D012559	O96013
D012559	O60830
D012559	Q8NAU1
D012559	Q8IVU3
D012559	Q6P2C8
D012559	P00338
D012559	Q9UBR5
D012559	Q96EY1
D012559	Q9Y608
D012559	P61204
D012559	Q04323
D012559	Q9UHC1
D012559	P49748
D012559	M0R0W6
D012559	Q99990
D012559	Q96K17
D012559	Q13177
D012559	Q9NS64
D012559	Q13520
D012559	P08567
D012559	Q9Y2Q9
D012559	Q9HCK1
D012559	O76070
D012559	Q96A29
D012559	P30622
D012559	P41220
D012559	P80162
D012559	Q02742
D012559	Q9BYV6
D012559	P46663
D012559	P62081
D012559	P17655
D012559	Q9UKY1
D012559	Q8N8Y2
D012559	Q9P021
D012559	Q9UL51
D012559	P27986
D012559	Q9UPQ3
D012559	P06744
D012559	Q6ZN16
D012559	Q9HCM4
D012559	Q99712
D012559	P22033
D012559	O75888
D012559	Q96F86
D012559	O96008
D012559	Q14644
D012559	B7Z6U4
D012559	P11172
D012559	F5H1M8
D012559	Q03188
D012559	Q5T4D3
D012559	Q9H2Q1
D012559	Q8TF66
D012559	O75882
D012559	Q969I3
D012559	Q3V6T2
D012559	Q9UL12
D012559	A8MPY1
D012559	Q8TC26
D012559	E9PNL2
D012559	Q9NP71
D012559	Q50LG9
D012559	Q6P9A2
D012559	P78562
D012559	Q8IY95
D012559	Q76KP1
D012559	P49589
D012559	P05108
D012559	P57729
D012559	P38570
D012559	Q9Y3C5
D012559	Q9BQE9
D012559	Q9BSH4
D012559	P08962
D012559	P0C2W1
D012559	P30872
D012559	Q9H7X2
D012559	Q5VZP5
D012559	B7Z7F3
D012559	Q9Y3S2
D012559	Q92917
D012559	A0A0C4DFX3
D012559	Q96HY7
D012559	Q2V2M9
D012559	Q8TB22
D012559	Q8IWX5
D012559	Q96GD3
D012559	Q8N3E9
D012559	Q9UHQ1
D012559	Q9BYC9
D012559	G3V1B0
D012559	Q12983
D012559	Q9H765
D012559	Q9H9B1
D012559	Q9BYB4
D012559	Q5JSP0
D012559	Q93088
D012559	Q8IZ07
D012559	A0A087WSZ3
D012559	Q00169
D012559	Q96LR4
D012559	P47989
D012559	Q9UJ55
D012559	A6NFQ9
D012559	Q9Y624
D012559	F5H1T8
D012559	Q15831
D012559	Q5T2S8
D012559	Q86X24
D012559	P52798
D012559	Q14331
D012559	Q5T4F7
D012559	Q8IZC4
D012559	B7Z596
D012559	P98177
D012559	P30793
D012559	A0A0C4DFX7
D012559	A0A0A0MQR8
D012559	Q9UNP9
D012559	O75570
D012559	E9PEI0
D012559	Q9Y2I6
D012559	Q0VDD8
D012559	P26010
D012559	Q9HBE4
D012559	Q9ULE6
D012559	Q7L945
D012559	Q9Y2T2
D012559	Q9NPF0
D012559	Q9UNS2
D012559	Q8IUC6
D012559	A0A0G2JNB1
D012559	P12235
D012559	Q9H3Y8
D012559	Q6RFH5
D012559	Q9ULK4
D012559	O60890
D012559	O75128
D012559	A0A0A0MSA0
D012559	Q6PD62
D012559	Q99583
D012559	O75054
D012559	Q12778
D012559	O94955
D012559	Q9Y2B0
D012559	Q9UFW8
D012559	P61006
D012559	Q15907
D012559	O95147
D012559	P41143
D012559	Q8WVI7
D012559	Q9BW91
D012559	Q8NEZ5
D012559	Q9UBB6
D012559	Q7L3T8
D012559	Q8N371
D012559	Q9NRR4
D012559	Q9UJ04
D012559	P25391
D012559	E9PKW4
D012559	O15525
D012559	Q09019
D012559	Q96SI1
D012559	H0YKD8
D012559	Q06643
D012559	Q8TBY0
D012559	A0A0C4DGN0
D012559	P78348
D012559	A6NDB9
D012559	Q96DX8
D012559	Q9BZE9
D012559	Q8NDC4
D012559	Q8IV01
D012559	H0Y2V8
D012559	O95777
D012559	Q9NZI5
D012559	Q5BKU9
D012559	Q9Y6Z7
D012559	P14625
D012559	O95395
D012559	Q92681
D012559	O14986
D012559	Q16552
D012559	Q8WX92
D012559	Q13492
D012559	Q13015
D012559	P42574
D012559	Q9P244
D012559	P35270
D012559	Q8N823
D012559	Q9Y5Z4
D012559	P13667
D012559	O43240
D012559	Q7Z3S9
D012559	P52943
D012559	P22003
D012559	O94768
D012559	Q9BTA9
D012559	Q9BTL3
D012559	Q6ZP29
D012559	P01303
D012559	Q9HC98
D012559	P30046
D012559	E7EMD6
D012559	P83916
D012559	P28845
D012559	O95273
D012559	Q96E35
D012559	Q8WXE9
D012559	Q96P16
D012559	Q12769
D012559	Q08380
D012559	Q494U1
D012559	Q8TD08
D012559	P62995
D012559	Q02880
D012559	P00736
D012559	Q9UBP6
D012559	Q6ZP65
D012559	O00488
D012559	A0A087WSY1
D012559	Q92561
D012559	Q96T23
D012559	Q6IQ26
D012559	A0A0C4DFL8
D012559	Q8WUY9
D012559	P38936
D012559	P54108
D012559	Q7Z3S7
D012559	Q9HC36
D012559	Q53EL9
D012559	Q96PL1
D012559	O75390
D012559	Q01546
D012559	Q8IWF6
D012559	P01591
D012559	E1CEI4
D012559	Q96PU8
D012559	Q92905
D012559	Q5VV42
D012559	Q9H2U1
D012559	O00762
D012559	B3KY94
D012559	P51513
D012559	Q6ZTQ3
D012559	O14944
D012559	P08910
D012559	P41134
D012559	Q6DN12
D012559	Q8N6Y2
D012559	Q9BXU0
D012559	P07195
D012559	Q8N4P3
D012559	O95237
D012559	Q9NR09
D012559	Q10571
D012559	Q6GMV3
D012559	Q9UHJ3
D012559	Q8IZH2
D012559	Q8TEA8
D012559	Q96S37
D012559	B1AN62
D012559	Q8TER0
D012559	Q9UGK3
D012559	Q7Z4H7
D012559	Q92835
D012559	Q5SQI0
D012559	Q9BX46
D012559	Q8IUK5
D012559	Q6UX06
D012559	Q9HCD5
D012559	Q9BQI0
D012559	Q9NQ30
D012559	Q2T9J0
D012559	Q9BTU6
D012559	Q14166
D012559	P59910
D012559	P49914
D012559	Q9UKG1
D012559	Q9H7X7
D012559	A0A087X295
D012559	Q13751
D012559	Q5GH73
D012559	B4DR80
D012559	A0A0C4DFV9
D012559	P23396
D012559	Q9Y5H4
D012559	Q32MK0
D012559	A0A0G2JLB3
D012559	Q969S0
D012559	P06756
D012559	B0QXZ6
D012559	A0A075B738
D012559	Q96ED9
D012559	P15291
D012559	Q13394
D012559	Q5TA31
D012559	Q01968
D012559	Q9NV58
D012559	Q96MF7
D012559	O75161
D012559	Q9UBD9
D012559	P41182
D012559	Q6NZI2
D012559	Q96BT7
D012559	Q99558
D012559	Q6ZVT0
D012559	P56537
D012559	Q86Z02
D012559	Q5VT66
D012559	A0A0A0MRJ9
D012559	P13349
D012559	O75152
D012559	E7EPP7
D012559	B4DGU4
D012559	P85299
D012559	Q9Y2J8
D012559	Q14129
D012559	Q12981
D012559	O60231
D012559	O95758
D012559	O00634
D012559	Q86VQ0
D012559	O95159
D012559	Q96AT9
D012559	B7ZM65
D012559	A2RUC4
D012559	Q8N7W2
D012559	Q14CN4
D012559	Q9P2V4
D012559	P07996
D012559	Q96QD9
D012559	Q68DU8
D012559	Q15717
D012559	Q96GT9
D012559	Q9BTD3
D012559	P09429
D012559	Q9ULW8
D012559	P23786
D012559	Q15131
D012559	A0A024R0T9
D012559	O43914
D012559	Q8N8L6
D012559	Q9Y4A0
D012559	Q8IUC4
D012559	P04629
D012559	Q9UBQ7
D012559	Q9Y228
D012559	P47211
D012559	Q9Y4A5
D012559	P52789
D012559	P11413
D012559	P05129
D012559	Q9NYZ2
D012559	Q8N4C8
D012559	Q8N205
D012559	P16234
D012559	Q08AN1
D012559	Q16558
D012559	Q96AB3
D012559	Q9H2D6
D012559	Q06136
D012559	O43194
D012559	Q96RD6
D012559	Q8N594
D012559	O15492
D012559	A0A087WZX9
D012559	P81408
D012559	P29590
D012559	Q96M27
D012559	P13686
D012559	Q9BY49
D012559	Q9UK61
D012559	Q9Y4A8
D012559	A0A0A0MSZ8
D012559	Q9Y4F3
D012559	A6NGS0
D012559	P00492
D012559	Q6B0I6
D012559	Q13308
D012559	Q9UJW3
D012559	Q86Z23
D012559	Q8TAL6
D012559	Q6GYQ0
D012559	P48444
D012559	Q9H3E2
D012559	D6RFE8
D012559	Q13609
D012559	I3L072
D012559	O95263
D012559	P01130
D012559	Q9P1Z0
D012559	Q9NPG1
D012559	O15031
D012559	Q14204
D012559	P14867
D012559	Q5VUY2
D012559	P49770
D012559	O00144
D012559	A0A0C4DGK1
D012559	Q9UGI9
D012559	Q33E94
D012559	Q96P66
D012559	Q96DA6
D012559	O95166
D012559	Q4L180
D012559	Q8N8B7
D012559	Q8WXI2
D012559	Q9BX73
D012559	P26992
D012559	Q9BTM9
D012559	E5RJ29
D012559	K7ENA6
D012559	O75366
D012559	P48357
D012559	O00587
D012559	Q9Y342
D012559	Q5J8M3
D012559	Q96PZ0
D012559	Q8IYB3
D012559	Q8N6C5
D012559	B4DND0
D012559	Q14207
D012559	Q8N100
D012559	Q12866
D012559	Q9NXK6
D012559	Q86UB2
D012559	Q9H0S4
D012559	Q9P016
D012559	P18615
D012559	Q9UPV9
D012559	A0PJX4
D012559	J3KQ06
D012559	O14543
D012559	A2A3F4
D012559	Q9H1A3
D012559	Q8WWF6
D012559	P11388
D012559	B4DN67
D012559	P49427
D012559	Q14232
D012559	A0A0C4DGL3
D012559	Q9UGQ3
D012559	P04216
D012559	Q15032
D012559	A0A087X169
D012559	Q96QV1
D012559	A0A087WT99
D012559	Q8N118
D012559	E7EUS2
D012559	P61619
D012559	Q8WW22
D012559	Q9H165
D012559	Q9UPU5
D012559	O94880
D012559	P40967
D012559	Q92698
D012559	B0YIZ1
D012559	P11055
D012559	Q8TD10
D012559	Q52LR7
D012559	Q13145
D012559	D6RA00
D012559	Q9Y5I3
D012559	Q5TEH8
D012559	E7ER08
D012559	Q6XPS3
D012559	Q8IY57
D012559	Q9H2K8
D012559	A6NCI4
D012559	Q15493
D012559	Q9NVW2
D012559	O95936
D012559	P15814
D012559	Q96AJ9
D012559	Q5T230
D012559	P30989
D012559	O60518
D012559	P26439
D012559	Q96JP9
D012559	A0A0C4DFW9
D012559	P78543
D012559	Q96RK0
D012559	Q6N022
D012559	M5A8F1
D012559	P12318
D012559	Q9GZP8
D012559	Q96CV9
D012559	Q3ZCQ8
D012559	Q9NRX4
D012559	Q4G0W2
D012559	Q9ULJ8
D012559	P18146
D012559	P53990
D012559	Q8N2K0
D012559	O95340
D012559	P09237
D012559	Q9UK99
D012559	Q9Y520
D012559	E7EVG6
D012559	P98174
D012559	Q9H0B8
D012559	P15056
D012559	Q9BY21
D012559	Q6ZVN8
D012559	P41227
D012559	O75449
D012559	Q96BY7
D012559	Q9H9G7
D012559	O75828
D012559	P42331
D012559	P10696
D012559	H3BRY8
D012559	Q7RTY1
D012559	Q9Y3Y4
D012559	Q13201
D012559	Q9Y3C6
D012559	Q04771
D012559	Q9Y694
D012559	Q8N5N7
D012559	Q9H2A7
D012559	Q9BYG3
D012559	P15090
D012559	Q9UKK9
D012559	Q9Y519
D012559	Q16572
D012559	Q96DN6
D012559	P42338
D012559	Q15822
D012559	Q9HCQ7
D012559	Q9NTN3
D012559	O43897
D012559	O14640
D012559	X6R868
D012559	P49767
D012559	Q9BQD3
D012559	K7ESL1
D012559	Q96FE7
D012559	Q6IN85
D012559	Q9NVM1
D012559	F5H8H2
D012559	O15056
D012559	B5MCX1
D012559	O60664
D012559	Q9BRL6
D012559	P50747
D012559	Q9NTQ9
D012559	Q8TDN6
D012559	Q5T7N3
D012559	Q8TBZ6
D012559	A0A087WT00
D012559	P09619
D012559	A0A0A0MRZ1
D012559	P13671
D012559	Q9NZC9
D012559	O75879
D012559	Q14997
D012559	Q9P219
D012559	Q9BRJ7
D012559	P12872
D012559	P32246
D012559	Q13424
D012559	Q8IZR5
D012559	A0A0A0MTL7
D012559	Q9BYD5
D012559	Q969M3
D012559	Q8IUX1
D012559	Q96HE9
D012559	Q9Y535
D012559	Q9BRU2
D012559	Q9NRW4
D012559	Q8TE73
D012559	Q99999
D012559	Q8TDD2
D012559	Q86VV8
D012559	Q6P4E2
D012559	Q9NY33
D012559	P22914
D012559	Q8NFK1
D012559	P25713
D012559	O14495
D012559	Q9Y266
D012559	Q9H6T0
D012559	Q9Y6Y0
D012559	Q9UIA0
D012559	Q9NRZ7
D012559	O43609
D012559	Q9HAD4
D012559	Q9H6X2
D012559	Q587I9
D012559	Q06710
D012559	Q8NHM5
D012559	J3QS41
D012559	Q6PJG2
D012559	Q9NQ75
D012559	O15488
D012559	O15194
D012559	Q9UJ41
D012559	O00625
D012559	Q7L3B6
D012559	Q99622
D012559	Q96I82
D012559	Q96T21
D012559	Q8WYR4
D012559	O95153
D012559	B7ZBB8
D012559	Q99650
D012559	Q8NFQ8
D012559	Q9BUI4
D012559	Q12907
D012559	Q96HC4
D012559	P78346
D012559	P42858
D012559	Q13444
D012559	Q96PC5
D012559	P09210
D012559	P58876
D012559	P52630
D012559	P30049
D012559	P0C7W6
D012559	Q8WXF8
D012559	Q9UKD2
D012559	Q9Y4K0
D012559	Q8IVF7
D012559	Q8TBB1
D012559	Q9NYD6
D012559	Q502X0
D012559	P57721
D012559	O60496
D012559	P27544
D012559	A6NGA6
D012559	P12755
D012559	Q9BSN7
D012559	A0A0C4DG33
D012559	O75781
D012559	Q8NFX7
D012559	Q12800
D012559	Q86T82
D012559	H0YM30
D012559	Q8N8A6
D012559	Q8WU17
D012559	A0A0A0MSZ4
D012559	O95057
D012559	Q9NQ11
D012559	Q9P2P5
D012559	Q9NXH9
D012559	Q8N3J9
D012559	Q86SM8
D012559	Q9NW97
D012559	P21291
D012559	P54578
D012559	P20273
D012559	B4E127
D012559	B8ZZK1
D012559	A0A0R4J2E8
D012559	Q8TBG9
D012559	B7ZA25
D012559	F5H459
D012559	Q9UD71
D012559	P08684
D012559	P61960
D012559	M0QXB4
D012559	Q9UH92
D012559	Q9UBU8
D012559	Q969E4
D012559	Q6KCM7
D012559	Q9Y4P3
D012559	P42892
D012559	Q9NXL6
D012559	Q7L2K0
D012559	P35243
D012559	Q9P2L0
D012559	Q9Y247
D012559	Q9BT67
D012559	O14981
D012559	A0PJW8
D012559	Q13523
D012559	Q9UK12
D012559	Q9UJW9
D012559	P23470
D012559	A0A024R3B9
D012559	Q9P2E8
D012559	Q86Y01
D012559	Q9NZC4
D012559	Q6IC98
D012559	P17544
D012559	Q06430
D012559	Q96E09
D012559	Q01629
D012559	Q96F24
D012559	A0A087X1S6
D012559	Q9UQE7
D012559	Q96DT6
D012559	Q9Y5R2
D012559	Q8NBR6
D012559	P20701
D012559	Q9P0U1
D012559	A0A0C4DGP0
D012559	Q13432
D012559	Q8NCI6
D012559	Q92766
D012559	P60880
D012559	Q13435
D012559	O75578
D012559	Q6UXU6
D012559	P98198
D012559	Q96H86
D012559	Q9Y3B8
D012559	P24311
D012559	P51811
D012559	Q14155
D012559	Q86SQ9
D012559	Q93052
D012559	O14843
D012559	F8W1Z2
D012559	Q8WUY1
D012559	P20337
D012559	A7E2F4
D012559	O43704
D012559	Q01718
D012559	E7ETY2
D012559	Q9BQ89
D012559	P12273
D012559	Q2M3R5
D012559	Q9C026
D012559	Q9BVM2
D012559	Q96GM8
D012559	Q6UWR7
D012559	Q8NHQ8
D012559	Q15283
D012559	O75678
D012559	Q96FN9
D012559	P16066
D012559	P43246
D012559	Q93100
D012559	F8WEC7
D012559	B3KT41
D012559	P51991
D012559	Q6IPU0
D012559	P23381
D012559	O00562
D012559	Q8IZT6
D012559	O00330
D012559	P02763
D012559	A0A087WUK8
D012559	Q9HCK4
D012559	Q96CH1
D012559	B4E1H0
D012559	Q14517
D012559	Q9H6B9
D012559	Q9BSK2
D012559	Q9C0D5
D012559	Q9Y3C8
D012559	O15211
D012559	P04150
D012559	Q8TDT2
D012559	Q9P0S2
D012559	O75154
D012559	Q9Y6M5
D012559	Q6ZMH5
D012559	P04259
D012559	Q9Y4P8
D012559	J3KN16
D012559	P43363
D012559	Q86V35
D012559	Q9BW62
D012559	Q99795
D012559	Q9H5L6
D012559	Q8IZ57
D012559	Q71U36
D012559	P17752
D012559	Q9Y6K0
D012559	O75074
D012559	Q16236
D012559	Q9UQ03
D012559	P18283
D012559	Q9Y6B6
D012559	O43424
D012559	Q15046
D012559	E9PLW0
D012559	Q0GE19
D012559	P51397
D012559	E9PP00
D012559	E9PDE8
D012559	Q12849
D012559	Q13496
D012559	F5GX32
D012559	Q9BUV8
D012559	O60245
D012559	Q9Y2F9
D012559	A0A0A0MRM2
D012559	Q9NPF2
D012559	P11229
D012559	Q9H3U7
D012559	Q16589
D012559	O15231
D012559	Q7Z2X4
D012559	P02656
D012559	Q04828
D012559	Q9UL59
D012559	Q9UNF1
D012559	Q9NWT8
D012559	Q9UJG1
D012559	Q9UK73
D012559	Q9Y5S1
D012559	P13640
D012559	Q96T25
D012559	P00742
D012559	Q6P988
D012559	P35612
D012559	P31995
D012559	Q8TAP6
D012559	O75477
D012559	Q71UM5
D012559	A0A087WWK8
D012559	Q96SN7
D012559	Q9H4B4
D012559	P52823
D012559	O00398
D012559	P15408
D012559	Q92563
D012559	Q13002
D012559	O00515
D012559	Q96P65
D012559	Q15545
D012559	Q14807
D012559	P13500
D012559	B4DJV5
D012559	Q8N6L0
D012559	O00624
D012559	Q96I36
D012559	Q86VW1
D012559	P30043
D012559	Q8WW12
D012559	Q53T94
D012559	Q9BT76
D012559	O43559
D012559	O75147
D012559	Q9GZU8
D012559	B7WPL0
D012559	P29558
D012559	O75844
D012559	Q96CX2
D012559	A0AVK6
D012559	A6NHL2
D012559	Q99259
D012559	Q8N3Z3
D012559	P12883
D012559	A8K727
D012559	Q14442
D012559	Q8TAK5
D012559	O60939
D012559	P50221
D012559	Q495W5
D012559	B2RUZ4
D012559	Q8TDN4
D012559	P12004
D012559	P32298
D012559	Q8N9H8
D012559	F8W876
D012559	Q9P0B6
D012559	Q96RE7
D012559	P52790
D012559	Q68D10
D012559	Q6J272
D012559	Q96GA7
D012559	Q8IZW8
D012559	O00410
D012559	Q9UBU6
D012559	A0A0C4DFN4
D012559	O96018
D012559	Q9P296
D012559	Q9H0U6
D012559	Q15012
D012559	O15394
D012559	A0A0D9SG71
D012559	Q8WV19
D012559	Q9UJM3
D012559	Q92628
D012559	A9YTQ3
D012559	Q9H5J4
D012559	Q8NHV1
D012559	Q9NV88
D012559	Q8WWL7
D012559	Q70IA8
D012559	O75881
D012559	Q9UHK0
D012559	O95721
D012559	P29144
D012559	Q9H7D0
D012559	P61978
D012559	Q96QC0
D012559	B7ZKJ3
D012559	F5H5D3
D012559	O60306
D012559	Q9H4F8
D012559	P33897
D012559	P30273
D012559	Q9UIV1
D012559	Q13263
D012559	Q5JRA6
D012559	H7BY22
D012559	P08559
D012559	P22307
D012559	Q86X95
D012559	A8K830
D012559	Q8N6S4
D012559	Q6IQ22
D012559	O95259
D012559	Q6ZPD9
D012559	A0A024RCN4
D012559	Q9UL41
D012559	P30414
D012559	Q9Y2B9
D012559	P09110
D012559	P19526
D012559	Q9Y2D1
D012559	O96028
D012559	Q969G6
D012559	P04198
D012559	P52732
D012559	Q5T1A1
D012559	K7EJQ7
D012559	A0A087WW23
D012559	Q8NHS2
D012559	P52746
D012559	O43745
D012559	P48745
D012559	Q86TV6
D012559	Q8N9K5
D012559	A8MZ84
D012559	A0A087WVH9
D012559	Q9BRG2
D012559	Q5TGY1
D012559	Q8NHG8
D012559	O43292
D012559	Q16134
D012559	O43719
D012559	P20916
D012559	Q8N587
D012559	Q9UC06
D012559	P49640
D012559	P19875
D012559	Q9NX78
D012559	P30837
D012559	Q9C093
D012559	J3KMZ7
D012559	Q6PCB5
D012559	P35232
D012559	O15060
D012559	P04180
D012559	O15234
D012559	Q96JL9
D012559	A8MYJ1
D012559	Q9UK11
D012559	Q6P2Q9
D012559	P18054
D012559	Q9H2G9
D012559	Q96J77
D012559	Q8N1C3
D012559	O15504
D012559	P60985
D012559	P26639
D012559	Q8IVL5
D012559	P31415
D012559	Q9HAW4
D012559	Q8NCL8
D012559	Q9P0J6
D012559	O75110
D012559	Q9Y6E2
D012559	Q9ULI0
D012559	P06493
D012559	Q8WTS1
D012559	P78426
D012559	Q7Z4H3
D012559	Q8TE58
D012559	Q13228
D012559	Q9H7E9
D012559	Q9UKV8
D012559	E9PEB9
D012559	Q9UM47
D012559	Q9NVF9
D012559	Q9NS23
D012559	Q8TDY2
D012559	O75771
D012559	Q9Y4C2
D012559	O43865
D012559	O60218
D012559	Q9NXW2
D012559	P01112
D012559	P41587
D012559	Q9UGU5
D012559	Q9NX94
D012559	P51957
D012559	Q8IY50
D012559	Q8TF46
D012559	P05014
D012559	Q9HAC7
D012559	A0A0A0MRK5
D012559	P43119
D012559	Q9UJJ9
D012559	P11309
D012559	Q9H4K7
D012559	Q9HB63
D012559	Q8WWA1
D012559	Q8N966
D012559	P08908
D012559	Q5TH69
D012559	Q7Z7M8
D012559	Q9UJT0
D012559	O00409
D012559	Q92520
D012559	Q15746
D012559	B7XGB9
D012559	A0A087WUT8
D012559	O75439
D012559	F5GZ78
D012559	Q9NX40
D012559	Q147U1
D012559	Q16790
D012559	E9PKU7
D012559	P06748
D012559	A0A087WSZ2
D012559	O95782
D012559	Q9UHV2
D012559	Q6ZVD7
D012559	Q9UJ14
D012559	P35452
D012559	Q9UKD1
D012559	P78413
D012559	Q7L1T6
D012559	O00142
D012559	Q9C075
D012559	P78330
D012559	O00458
D012559	P02747
D012559	P35556
D012559	P49674
D012559	P54868
D012559	C9JHR8
D012559	Q8IYR6
D012559	B8ZZI5
D012559	O15403
D012559	Q8TF42
D012559	Q6AI08
D012559	A8MWQ5
D012559	Q9BZW5
D012559	O60336
D012559	P78411
D012559	O15209
D012559	Q9Y2I7
D012559	P55344
D012559	Q9HAT2
D012559	Q15149
D012559	Q13103
D012559	Q9UBX1
D012559	Q9H582
D012559	Q14019
D012559	Q6ZMB5
D012559	P07355
D012559	Q99705
D012559	Q01469
D012559	Q86YB8
D012559	P48047
D012559	Q9BPX3
D012559	Q9Y570
D012559	B4DFF3
D012559	P14672
D012559	A6NKF7
D012559	Q96BX8
D012559	Q6UXZ0
D012559	Q1KMD3
D012559	O15550
D012559	P37198
D012559	P19793
D012559	P62834
D012559	Q9H0C1
D012559	Q14CZ0
D012559	E7EWM3
D012559	P17542
D012559	O75264
D012559	Q13362
D012559	A0A0C4DFL7
D012559	P56181
D012559	Q8NBH2
D012559	Q9H1D0
D012559	Q9NVI1
D012559	Q8NCW6
D012559	Q8N9T8
D012559	Q9Y4L5
D012559	Q16698
D012559	Q96JW4
D012559	Q06889
D012559	Q13835
D012559	Q96S95
D012559	Q9NQX5
D012559	Q96PV6
D012559	P16444
D012559	Q8NBF6
D012559	P17040
D012559	D6RJA0
D012559	Q12882
D012559	O00255
D012559	Q8IYW5
D012559	O95239
D012559	Q9NZD4
D012559	Q14973
D012559	P21397
D012559	Q14978
D012559	Q6UX41
D012559	F8VS36
D012559	A0A087WSW7
D012559	Q5JS13
D012559	P00846
D012559	Q15527
D012559	Q53FV1
D012559	O95965
D012559	P19652
D012559	P20062
D012559	O75348
D012559	E9PAS2
D012559	Q5VZ18
D012559	A0A0A6YY97
D012559	P28329
D012559	Q8WZA9
D012559	Q9BY10
D012559	P57739
D012559	Q99727
D012559	Q8TBZ2
D012559	P43304
D012559	Q2PZI1
D012559	P49901
D012559	Q01459
D012559	Q99784
D012559	Q14055
D012559	Q14585
D012559	Q9NX57
D012559	Q5SRE7
D012559	G5EA30
D012559	Q9Y232
D012559	Q9HB29
D012559	F8W9H2
D012559	P48426
D012559	O75063
D012559	O75643
D012559	P68036
D012559	P50053
D012559	P37837
D012559	E7EPI0
D012559	Q93096
D012559	P48023
D012559	A0A087X163
D012559	D6RF47
D012559	Q76FK4
D012559	Q9NSY1
D012559	Q3MIX3
D012559	Q9BZ67
D012559	Q6ZP82
D012559	P05141
D012559	P13984
D012559	O95427
D012559	Q96DW6
D012559	A0A087WXP3
D012559	Q9NXK8
D012559	P0DMP2
D012559	P85298
D012559	O95178
D012559	Q96MV1
D012559	Q8IYI6
D012559	A0A024R7N8
D012559	Q92597
D012559	O15405
D012559	P04066
D012559	P60568
D012559	Q96RS6
D012559	Q15382
D012559	Q8N9N7
D012559	Q59FP8
D012559	O75448
D012559	Q7RTS9
D012559	Q8TBC5
D012559	Q96CW6
D012559	Q9UHR4
D012559	P39748
D012559	Q6ZS86
D012559	P30520
D012559	P00414
D012559	Q8N1E6
D012559	Q9NRM0
D012559	Q96Q07
D012559	Q99616
D012559	C9J7S5
D012559	Q9H7P6
D012559	Q8NBL3
D012559	Q8WWX9
D012559	Q13217
D012559	A0A087WYT3
D012559	Q99624
